[LOG] [2023-11-29 19:18:32.418253]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-29 19:18:41.822006]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 19:18:43.664929]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-29 19:18:44.799396]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-29 19:18:46.034590]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-29 19:18:47.317081]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Инфостарт (5-7 класс)
[LOG] [2023-11-29 19:18:48.360088]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Инфостарт (5-7 класс)
[LOG] [2023-11-29 19:18:49.476676]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-29 19:18:50.542403]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-29 19:18:51.391580]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-29 19:18:52.247713]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 19:18:54.296388]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-29 19:18:57.217401]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 19:18:58.831654]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 20:49:34.441168]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: !admin
[LOG] [2023-11-29 20:50:04.183767]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: !admin
[LOG] [2023-11-29 20:50:27.932987]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: !admin
[LOG] [2023-11-29 20:52:17.929667]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: !admim
[LOG] [2023-11-29 20:52:53.194058]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 20:53:12.826909]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-29 20:55:43.375410]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 20:55:45.576035]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 20:59:21.474540]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: !admin
[LOG] [2023-11-29 21:01:55.400533]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Хоба
[LOG] [2023-11-29 21:07:03.079953]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: А
[LOG] [2023-11-29 21:07:05.884775]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Хоба
[LOG] [2023-11-29 21:12:29.508581]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 21:15:13.648656]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Хоба
[LOG] [2023-11-29 21:15:18.106490]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 21:17:19.554705]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 21:17:21.529755]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 21:17:22.578240]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-29 21:17:27.102771]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 21:17:28.826342]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-29 21:17:29.942210]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-29 21:17:30.631394]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 21:17:40.164799]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 21:17:44.085421]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 21:17:52.168020]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-29 21:20:54.481136]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: !admin
[LOG] [2023-11-29 22:23:07.456640]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 22:23:09.954136]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-29 22:23:10.897470]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-29 22:23:12.630604]: UserID: 170852963 | Scenary: directions | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 22:27:33.297519]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 22:27:35.288537]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-29 22:27:36.137405]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-29 22:27:36.876951]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-29 22:27:37.710292]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-29 22:27:37.998523]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-29 22:27:39.879331]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфостарт (5-7 класс)
[LOG] [2023-11-29 22:27:40.990561]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-29 22:27:41.699449]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 22:27:42.781530]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-29 22:29:02.345036]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 22:29:05.226967]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 22:32:13.493176]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-29 22:32:15.172797]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-29 22:32:16.226783]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-30 20:25:21.745421]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-30 20:25:43.273654]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:25:45.119528]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфостарт (5-7 класс)
[LOG] [2023-11-30 20:25:46.214932]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-30 20:25:49.821517]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-30 20:25:51.183097]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-30 20:25:52.684430]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфостарт (5-7 класс)
[LOG] [2023-11-30 20:25:54.284033]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-30 20:25:55.509100]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-30 20:26:06.088749]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-30 20:27:42.003902]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:27:43.964071]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:27:58.301528]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-30 20:28:19.030431]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['faq']
[LOG] [2023-11-30 20:28:24.740317]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:28:39.686777]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-30 20:28:44.942366]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Байтик (2 класс)
[LOG] [2023-11-30 20:28:46.247471]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-30 20:28:46.333757]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-30 20:28:48.879059]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:28:50.798749]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-30 20:28:52.762889]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-30 20:28:54.123701]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:29:08.615834]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-30 20:31:08.099625]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфомиры (3-4 класс)
[LOG] [2023-11-30 20:31:10.628814]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Инфостарт (5-7 класс)
[LOG] [2023-11-30 20:31:11.883844]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-30 20:40:56.064652]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_NEW | Text: Подготовительная (1 класс)
[LOG] [2023-11-30 20:44:30.779386]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-30 20:44:37.499285]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:44:37.559078]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
[LOG] [2023-11-30 20:45:32.758104]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['start']
[LOG] [2023-11-30 20:45:43.510411]: UserID: 170852963 | Scenary: start | Event: VkBotEventType.MESSAGE_EVENT | Payload: ['directions']
